,Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC1,PC2,PC3,CoinName,class
42,Scrypt,PoW/PoS,41.99995383,42.0,-0.412665425453561,0.8231502329380371,0.35722699423776266,42 Coin,2
404,Scrypt,PoW/PoS,1055184902.04,532000000.0,-0.391305580721057,0.8278725869093407,0.3583355649057431,404Coin,2
1337,X13,PoW/PoS,29279424622.5027,314159265359.0,3.1431523167574085,2.1867476629785196,0.4872730011910882,EliteCoin,3
BTC,SHA-256,PoW,17927175.0,21000000.0,-0.19030134717362865,-0.0038285427857420017,-0.043687806068737706,Bitcoin,2
ETH,Ethash,PoW,107684222.6865,0.0,-0.051012530005770405,-1.1613873364877039,1.0204728629380464,Ethereum,0
LTC,Scrypt,PoW,63039243.30000489,84000000.0,-0.2196786600623462,0.2537518190850373,-0.2800440795954817,Litecoin,2
DASH,X11,PoW/PoS,9031294.37563393,22000000.0,-0.47370285277092405,1.3378144202429385,-0.11570799958504874,Dash,2
XMR,CryptoNight-V7,PoW,17201143.1449131,0.0,-0.011450356650793456,-1.5047539046846874,1.3357986258852734,Monero,0
ETC,Ethash,PoW,113359703.0,210000000.0,-0.04879804407865749,-1.160924541259163,1.0209292889768382,Ethereum Classic,0
ZEC,Equihash,PoW,7383056.25,21000000.0,-0.042084610252891036,-1.2474495837237802,1.0993535330101785,ZCash,0
BTS,SHA-512,PoS,2741570000.0,3600570502.0,0.19048330548240883,-0.8079848135194931,-1.2166918777703368,Bitshares,4
DGB,Multiple,PoW,11406219141.0,21000000000.0,0.26119075127958713,-0.4781556103234655,0.5138107526264096,DigiByte,0
BTCD,SHA-256,PoW/PoS,1288862.0,22000000.0,-0.38172438302718875,0.5659076197497586,0.5937659899207658,BitcoinDark,2
XPY,SHA-256,PoS,11995334.8847328,12500000.0,0.12815839255207645,-0.9535180571248129,-1.1061241167920024,PayCoin,4
PRC,Scrypt,PoW,5768310.0,21000000.0,-0.22118388243616513,0.25342345059576543,-0.2801784602663429,ProsperCoin,2
KOBO,X15,PoW/PoS,25542535.5881841,350000000.0,-0.49059402039534467,1.5100923194938365,-0.27265626378106345,KoboCoin,2
SPR,X11,PoW,11149733.9976203,20000000.0,-0.28250967235078767,0.7680266223431058,-0.7531633047083456,Spreadcoin,2
ARG,Scrypt,PoW,12205795.444954902,64000000.0,-0.22065061164542416,0.2535362064095162,-0.2800852434135051,Argentum,2
AUR,Scrypt,PoW/PoS,18135099.992959,16768584.0,-0.4122210307693842,0.8232474957872371,0.3572626294462109,Aurora Coin,2
BLU,Scrypt,PoW/PoS,635423900.0,0.0,-0.40304999488136495,0.8253175090988907,0.35719786757006305,BlueCoin,2
XMY,Multiple,PoW,1688254250.0,2000000000.0,-0.07845238122329865,-0.5514217650579201,0.47293697810922986,MyriadCoin,0
MOON,Scrypt,PoW,88.0,384000000000.0,3.670818229681264,1.0642166587568571,0.5548594573286163,MoonCoin,3
ZET,SHA-256,PoW,170204389.754849,169795588.0,-0.18648881870234674,-0.0029949643802055434,-0.04337120096347365,ZetaCoin,2
SXC,Scrypt,PoW,128940951.183046,250000000.0,-0.21699880513799172,0.25432712060546886,-0.2796861008387979,SexCoin,2
QTL,Scrypt,PoW,7357794.7925,100000000.0,-0.2203590697589084,0.2535956889232162,-0.28000673212929755,Quatloo,2
ENRG,Scrypt,PoW/PoS,123062801.128773,0.0,-0.41080320202048476,0.8235699699928405,0.3572213531922717,EnergyCoin,2
QRK,Quark,PoW,259557164.91477,247000000.0,-0.17923772120323644,-0.0454094224416703,-0.003792198658203084,QuarkCoin,2
RIC,Groestl,PoW,49548585.14129171,84000000.0,-0.06639008716622759,-1.0327615158345291,0.9024125964696552,Riecoin,0
DGC,Scrypt,PoW,33442988.3440364,48166000.0,-0.22048974050331027,0.25357520611885126,-0.28012065102338785,Digitalcoin ,2
BTB,Scrypt,PoW/PoS,42579.476901,500000.0,-0.4126597140870809,0.8231514337380181,0.35722807954466673,BitBar,2
CAT,Scrypt,PoW,7219956.64626131,21000000.0,-0.2211619156686528,0.25342840180944676,-0.280178526806962,Catcoin,2
CBX,Scrypt,PoW/PoS,1039116.65144562,1000000.0,-0.4126395660754202,0.8231558884876502,0.3572291212134434,CryptoBullion,2
CCN,Scrypt,PoW,4703879.51824446,13140000.0,-0.22127966029038126,0.2534032228484103,-0.2801955045866924,CannaCoin,2
CRYPT,X11,PoW,4996986.20575291,18000000.0,-0.28262305004723465,0.7680014136019693,-0.7531673720708234,CryptCoin,2
CSC,Scrypt,PoC,39999997299.8568,40000000000.0,1.1716192848406355,-0.665327610325575,-1.4699712566890533,CasinoCoin,4
DMD,Groestl,PoW/PoS,3304487.74735637,4380000.0,-0.25907830768651857,-0.4632965692149974,1.539692425526265,Diamond,0
XVG,Multiple,PoW,15929530669.1206,16555000000.0,0.28458347906613235,-0.47211378944639565,0.5039368885584028,Verge,0
DVC,SHA-256,PoW,18773857500.0,21000000000.0,0.3061666301703873,0.1044427850455818,0.0010754096210556438,DevCoin,2
EAC,Scrypt,PoW,12539015186.821999,13500000000.0,0.10509898951177438,0.32463366329943555,-0.2514402301697993,EarthCoin,2
EFL,Scrypt,PoW,20910478.806249898,21000000.0,-0.22095474643901583,0.2534750968511069,-0.2801791543534951,E-Gulden,2
EMC2,Scrypt,PoW,218871896.499999,299792458.0,-0.21513323566498901,0.2547389953101882,-0.27958193962921557,Einsteinium,2
EMD,Scrypt,PoW,19496786.31025,32000000.0,-0.22086464063075678,0.2534935027707527,-0.28015516789496336,Emerald,2
EXCL,PoS,PoS,5679705.0,0.0,0.15863466347769747,-1.2108594576075093,-0.8696597994618722,Exclusive Coin,4
FLT,Scrypt,PoS/PoW/PoT,461829905.32892996,0.0,-0.08704121317342207,-0.1249259114126966,-0.7052122729334485,FlutterCoin,2
FRK,Scrypt,PoW,1142732.14912776,11235813.0,-0.2213528499049359,0.2533870557454949,-0.2801994823788597,Franko,2
FTC,NeoScrypt,PoW,208669093.00773,336000000.0,-0.12794141391974218,-0.47421749674620317,0.3905557011347005,FeatherCoin,0
GDC,Scrypt,PoW,884125802.0,1420609614.0,-0.19370557601678545,0.2593747403522024,-0.27717499680149893,GrandCoin,2
GLC,Scrypt,PoW,65672720.470874794,70000000.0,-0.21978071632179103,0.2537312387321979,-0.28007464605498866,GlobalCoin,2
GLD,Scrypt,PoW,41658647.9999715,72245700.0,-0.2201213418453662,0.2536540746076801,-0.28006866158212584,GoldCoin,2
HBN,Scrypt,PoW/PoS,89266933.684704,120000000.0,-0.4100982671179458,0.823708093390978,0.35748386586624326,HoboNickels,2
HYP,X11,PoS,1678520090.7713,0.0,0.061154429117698,-0.17597994862097344,-1.815701325309683,HyperStake,4
IFC,Scrypt,PoW,90595753018.6314,90600000000.0,2.067779081128013,0.7536711406488615,-0.08734912386835667,Infinite Coin,2
IOC,X11,PoW/PoS,17650913.974345602,22000000.0,-0.47357241801239836,1.3378438196691658,-0.11570839469141003,IOCoin,2
IXC,SHA-256,PoW,21089348.999,21000000.0,-0.19025349617542014,-0.003817757379247321,-0.043687951016556856,IXcoin,2
KGC,Scrypt,PoW,151447649.8,265420800.0,-0.21650191841890842,0.2544364481557629,-0.27965359694707265,KrugerCoin,2
LKY,Scrypt,PoW,19326319.14375,20000000.0,-0.2209888546384093,0.2534675820603941,-0.2801812564348913,LuckyCoin,2
LTB,Scrypt,PoW,1104344.22938102,1350000.0,-0.22145363541813923,0.2533660498581542,-0.2802209792587093,Litebar ,2
MAX,SHA3,PoW/PoS,61445805.0,100000000.0,-0.40048914129826385,0.7378064820353708,0.43627205105422945,MaxCoin,2
MEC,Scrypt,PoW,38151999.993099704,42000000.0,-0.22048098211040745,0.2535782472414149,-0.2801342760516582,MegaCoin,2
MED,HybridScryptHash256,PoW,40431856.9,200000000.0,-0.07558509253438588,-0.94678317621942,0.8238348752706282,MediterraneanCoin,0
MINT,Scrypt,PoS,21293925445.4969,0.0,0.4193779168992306,-0.6236634998948567,-1.3436180337303967,MintCoin,4
MINC,Scrypt,PoW,5804204.88794916,10000000.0,-0.22129483750537415,0.25340034534354805,-0.2802023835693498,MinCoin,2
MZC,SHA-256,PoW/PoS,1613836099.99999,2419200000.0,-0.3330243100838951,0.5764695713811219,0.5989052555480013,MazaCoin,2
NAUT,Scrypt,PoS,16180000.0,16180000.0,0.09756047388879363,-0.6962025492216188,-1.3426075172629588,Nautilus Coin,4
NAV,X13,PoW/PoS,66087096.20771079,0.0,-0.48329531100428513,1.4237270564499234,-0.19458886207111348,NavCoin,2
NOBL,Scrypt,PoW,2366066305.76482,15000000000.0,-0.033636924029757605,0.2931036196862475,-0.24771187803204803,NobleCoin,2
NMC,SHA-256,PoW,14736400.0,21000000.0,-0.19034963097105945,-0.003839425743295554,-0.04368765980990508,Namecoin,2
NYAN,Scrypt,PoW,334709223.48313797,337000000.0,-0.21300320605896556,0.2552126559813021,-0.2795063342854522,NyanCoin,2
OPAL,X13,PoW/PoS,15156364.3306548,0.0,-0.48406601064338683,1.4235533441094455,-0.19458652750681826,OpalCoin,2
ORB,NeoScrypt,PoW/PoS,3220616.279225,3770000.0,-0.3255992709526411,0.09417102931767646,1.0272934778114597,Orbitcoin,2
POT,Scrypt,PoW/PoS,222677226.014206,420000000.0,-0.4050386000360255,0.8247966056615259,0.35813015944674104,PotCoin,2
PXC,Scrypt,PoW/PoS,73959274.625,98000000.0,-0.4105529038485478,0.8236094273267264,0.3574367242238302,PhoenixCoin,2
RDD,Scrypt,PoW/PoS,29315567169.0888,0.0,0.030946832814497005,0.9231385030039212,0.3558832263703447,Reddcoin,2
RPC,Scrypt,PoW,1104157.42169891,21000000.0,-0.22125446184031525,0.25340754230560614,-0.28017824647078815,RonPaulCoin,2
SBC,Scrypt,PoW,24215181.725,250000000.0,-0.21858354797893095,0.253969926474333,-0.27968130041608347,StableCoin,2
SMC,Scrypt,PoW,25593737.1355044,51200000.0,-0.22057776456597536,0.25355484084858304,-0.2801136932010733,SmartCoin,2
SUPER,X11,PoS,50707661.74935179,0.0,0.036521866314539214,-0.18153202094515564,-1.8156267095985783,SuperCoin,4
SYNC,X11,PoW/PoS,1177.0,1000.0,-0.47406248565657216,1.3377371674583296,-0.11575542680289475,SyncCoin,2
SYS,SHA-256,PoW,563336541.299966,888000000.0,-0.1732599547025812,-0.00013752049617847366,-0.041827344995817466,SysCoin,2
TES,Multiple,PoS,80260463.7331396,100000000.0,0.19659183051035276,-1.510569628406272,-0.5935393350230362,TeslaCoin,4
TGC,SHA-256,PoW,43536800.0,47011968.0,-0.18965015177232625,-0.0036862675198718,-0.043632411836758395,TigerCoin,2
TIT,PHI1612,PoS,1622326490.46336,2300000000.0,0.2217608048082163,-1.3291355038085775,-0.7464864964476421,TittieCoin,4
TOR,X11,PoW/PoS,1431851.00002479,10000000.0,-0.4739394843518618,1.3377631611013994,-0.11573374759535981,TorCoin,2
TRC,SHA-256,PoW,22935396.0,42000000.0,-0.1900127009395685,-0.0037671172073286564,-0.043642367016548805,TerraCoin,2
UNB,SHA-256,PoW,2278150.0,80000000.0,-0.18994011705182717,-0.0037573329701063533,-0.043558781675415006,UnbreakableCoin,2
UNO,SHA-256,PoW,200911.79151896,250000.0,-0.19077991271797898,-0.003932818611360592,-0.04373211847691877,Unobtanium,2
URO,X11,PoW,1207310.0,0.0,-0.28286284827194325,0.7679504790055861,-0.7532063428902506,UroCoin,2
USDE,Scrypt,PoW/PoS,1098952592.6,1600000000.0,-0.3798178087883034,0.8302770645174666,0.3606561341699183,UnitaryStatus Dollar,2
UTC,Scrypt,PoW/PoS,50235211.141939,100000000.0,-0.4108916313313996,0.82353273353041,0.3574421610804088,UltraCoin,2
VIA,Scrypt,PoW,23150892.167968698,23000000.0,-0.22090057140120406,0.2534869615709511,-0.2801749076573236,ViaCoin,2
VRC,Scrypt,PoST,32021108.413669605,0.0,-0.1572723452431697,0.0635383820296451,-0.4927089518039709,VeriCoin,2
VTC,Lyra2REv2,PoW,51173723.81663471,84000000.0,-0.10729688645593968,-0.6896980204642861,0.5870909065951769,Vertcoin,0
WDC,Scrypt,PoW,119606941.0,265420800.0,-0.21698374190497455,0.2543278472414567,-0.2796521374317828,WorldCoin,2
XC,X11,PoW/PoS,6950831.0970606,5500000.0,-0.47390158234953306,1.3377724827672215,-0.11574378670719943,X11 Coin,2
XCR,Multiple,PoS,100000000.0,0.0,0.19587691491859946,-1.5107134623844822,-0.5937577094594998,Crypti,4
XJO,SHA-256,PoW,39195739.362088,45000000.0,-0.18973623576666118,-0.003705322308431021,-0.04363658827016553,JouleCoin,2
XST,X13,PoW/PoS,33093725.4123502,0.0,-0.48379457692934813,1.4236145240858695,-0.1945873497200712,StealthCoin,2
ZCC,Scrypt,PoW/PoS,147990237.978331,1000000000.0,-0.400289788511556,0.8257665987769389,0.35939490671828,ZCC Coin,2
BCN,CryptoNight,PoW,184066828814.0,184467440735.0,4.653678143255551,-0.57324706684749,1.8073531910791185,ByteCoin,3
XDN,CryptoNight,PoW,6906587610.38292,10000000000.0,0.20439686306091362,-1.54590429740242,1.436060195348812,DigitalNote ,0
BURST,Shabal256,PoC,1813033920.0,2158812800.0,0.19996347184914431,-0.7897152969109453,-1.6293443295877001,BurstCoin,4
SJCX,Counterparty,PoS,51173144.0,500000000.0,0.32811675178315297,-2.5818802965409167,0.3927119248091946,StorjCoin,0
MONA,Scrypt,PoW,68194674.8711679,105120000.0,-0.21938656984778637,0.2538140001557915,-0.27999838632759694,MonaCoin,2
NTRN,SHA-256,PoW/PoS,39121694.0,68000000.0,-0.3806856194986751,0.566133792277584,0.5938642917612923,Neutron,2
FAIR,Groestl,PoW/PoS,53193831.0,0.0,-0.2583677632358761,-0.4631356576380927,1.5396806135280308,FairCoin,0
NLG,Scrypt,PoW,415032420.0,1680000000.0,-0.19817480882171623,0.25832250755400404,-0.27658939921216863,Gulden,2
RBY,Scrypt,PoS,27184490.3918338,0.0,0.09756299347473887,-0.6961991813881692,-1.3426432082708093,RubyCoin,4
PTC,Scrypt,PoW,137517654.41397,166386000.0,-0.21771654834773357,0.25417981371667364,-0.27986832902188946,PesetaCoin,2
KORE,X13,PoW/PoS,2022464.886973,12000000.0,-0.4841431224397635,1.423533886860814,-0.19455982912096603,Kore,2
WBB,Scrypt,PoW,181919.2435974,2628000.0,-0.22145463977080673,0.2533656023250592,-0.28021815771488695,Wild Beast Coin,2
NOTE,Scrypt,PoS,174646113.934655,500000000.0,0.10486253042070941,-0.6946404219721937,-1.3415626195455106,Dnotes,4
FLO,Scrypt,PoW,152270664.860648,160000000.0,-0.21755803101310336,0.2542166479228953,-0.2798828928804074,Flo,2
8BIT,Scrypt,PoW/PoS,1467841.0,0.0,-0.4126432146893395,0.8231552391547816,0.3572269268654143,8BIT Coin,2
STV,X13,PoW/PoS,7096834.0,10000000.0,-0.48408660791931396,1.4235469710850936,-0.1945644111123388,Sativa Coin,2
ABY,Scrypt,PoW,792537250.0,1000000000.0,-0.19935490717397308,0.25817419171869116,-0.2780854966713704,ArtByte,2
FLDC,Stanford Folding,PoW,719416990.0,1000000000.0,-0.23115992918260717,0.5152182606071866,-0.514573356518867,Folding Coin,2
U,X11,PoS,2689812.0,20000000.0,0.03599796938767724,-0.1816535660059032,-1.8155810146320435,Ucoin,4
UIS,Multiple,PoW,65113302.0,0.0,-0.12328666132457841,-0.5611811188147273,0.46866198738776355,Unitus,0
CYP,QuBit,PoW,6365285.0,0.0,-0.18045631771255743,-0.08967680943967407,0.03509745913166583,CypherPunkCoin,2
OMC,Scrypt,PoW,10140044.443029301,3371337.0,-0.22129641571485512,0.25340113670425607,-0.28021699764359254,OmniCron,2
VTR,Scrypt,PoW/PoS,11604722.0,20000000.0,-0.4122870961844819,0.8232320457378457,0.3572699561337938,Vtorrent,2
GRE,Scrypt,PoW,4610340640.89,10000000000.0,-0.05035688736526271,0.2902002568576403,-0.25868823189377693,GreenCoin,2
XCN,M7 POW,PoW,708506520.0,1840000000.0,-0.08978359658344115,-0.5979835475276349,0.5120491383513304,Cryptonite,0
MSC,Scrypt,PoW,619478.0,619478.0,-0.22146837728425312,0.2533628535217302,-0.280222545696779,MasterCoin,2
SOON,SHA-256,PoW,12462620.0,21000000.0,-0.19038403851559713,-0.0038471810539100967,-0.04368755558431461,SoonCoin,2
1CR,Scrypt,PoW,88213.0,92000000000.0,0.7110480538271581,0.44762761045458677,-0.08015182267070048,1Credit,2
ISL,X11,PoW/PoS,1513704.0,0.0,-0.4740396077648591,1.3377423242084847,-0.11575549830884535,IslaCoin,2
NXS,SHA3,PoW/nPoS,63657220.0,78000000.0,-0.5918600699058438,1.3075583694397124,1.0736749649979174,Nexus,2
MARS,X11,PoW,32221574.820996,33000000.0,-0.28205903606724547,0.7681259441633169,-0.7531359995500104,MarsCoin ,2
CTO,Lyra2RE,PoW,13742738.0,65789100.0,-0.1029314692182555,-0.7327463867766217,0.6264682211062771,Crypto,0
ACP,SHA-256,PoW,14747200.0002,53760000.0,-0.19001740550564072,-0.0037702126500352047,-0.04361641725906386,Anarchists Prime,2
DRZ,QUAIT,PoW/PoS,8568038.35935056,5060000.0,-0.3664366677919075,0.4372499444648765,0.711974422672886,Droidz,2
BSC,X11,PoW,15863837.5,21000000.0,-0.28242820086995485,0.7680448126110785,-0.7531613460974016,BowsCoin,2
SQL,X11,PoS/PoW,329200.01639,0.0,-0.09169474016270081,0.1981566838185046,-1.3906571612653227,Squall Coin,4
SONG,Scrypt,PoW,32565300.0,210240000.0,-0.218860206861124,0.2539144491884855,-0.2797681490879814,Song Coin,2
ZNY,Scrypt,PoW,75614500.0,250000000.0,-0.21780575754504836,0.25414523704905806,-0.2796836564594549,BitZeny,2
DIGS,Scrypt,PoS,100000000.0,100000000.0,0.0996784807414705,-0.6957396646571402,-1.3424290763750961,Diggits,4
EXP,Ethash,PoW,10495278.0,16906397.0,-0.052311856590007685,-1.1616831246701185,1.0205140841640543,Expanse,0
CON,X13,PoW/PoS,23042604.0,50000000.0,-0.48343986342756395,1.4236858225230438,-0.19447815418896275,Paycon,2
SC,Blake2b,PoW,33098296530.0,0.0,0.5198415876968502,-1.649215797696065,1.5707734652567598,Siacoin,0
EMC,SHA-256,PoW/PoS,43059794.804778,1000000000.0,-0.371179084994337,0.5681152422404525,0.5958909280588289,Emercoin,2
EGC,X15,PoW/PoS,13530556.4180753,26298000.0,-0.494056898833823,1.509367818028731,-0.27335966666895484,EverGreenCoin,2
MND,X11,PoW,15867695.0,16000000.0,-0.2824788235160642,0.7680342677312771,-0.7531722197549746,MindCoin,2
I0C,SHA-256,PoW,20997476.865023103,21000000.0,-0.19025488641306038,-0.0038180707327537342,-0.04368794680531944,I0coin,2
DCR,BLAKE256,PoW/PoS,10365046.928166099,21000000.0,-0.15647452292577307,-1.320882273494001,2.328032283787497,Decred,0
RVR,Scrypt,PoW,210000000.0,210000000.0,-0.21617764260979516,0.2545191290136923,-0.27977680427173945,Revolution VR,2
HODL,1GB AES Pattern Search,PoW,11448949.0,81962100.0,0.050690471000523915,-2.0191873808726584,1.8089595552898585,HOdlcoin,0
EDRC,SHA-256,PoW/PoS,3669691.84494672,22000000.0,-0.38168835557117864,0.5659157401813605,0.5937658807882216,EDRCoin,2
HTC,X11,PoW/PoS,10996318099.0,26550000000.0,-0.03854660498626791,1.431306103535404,-0.05852129565950137,Hitcoin,2
GAME,Scrypt,PoW,69836100.0,84000000.0,-0.21957580791762626,0.25377500151029875,-0.2800443911499869,Gamecredits,2
DBIC,SHA-256,PoW/PoS,5129014.0,10500000.0,-0.38178283899917714,0.5658964340897054,0.5937408048900411,DubaiCoin,2
DIEM,SHA-256,PoW,21739971929.0,21626280000.0,0.357398895841714,0.11588193748403824,0.002301417491058076,CarpeDiemCoin,2
PWR,NIST5,PoW/PoS,10069449031.9252,0.0,-0.1681957684755383,0.08561428160374507,1.0662390650733504,PWR Coin,0
BLRY,Scrypt,PoW/PoS,8998743.2411911,42000000.0,-0.4121035341801385,0.8232696127399547,0.35731791890203224,BillaryCoin,2
GPU,Scrypt,PoS,40477042.0,221052632.0,0.10000477501880983,-0.6956870673627847,-1.3421630952672785,GPU Coin,4
ADZ,X11,PoW,45110324.0,84000000.0,-0.2813470531213922,0.7682775965276412,-0.7530256808411736,Adzcoin,2
SOIL,Dagger,PoW,5702048.0,30000000.0,-0.02666955018500411,-1.3760830449244212,1.2176187880976337,SoilCoin,0
YOC,Scrypt,PoW,636462.55983338,168351300.0,-0.21976795633720714,0.2537170952016341,-0.27985778072769,YoCoin,2
SIB,X11GOST,PoW,17263355.0,24000000.0,-0.2874930382495177,0.8109381648991772,-0.7925700880827378,SibCoin,2
ERC,X11,PoW/PoS,10407269.788186802,384000000.0,-0.47001272530866345,1.3385835152244607,-0.11492082265054948,EuropeCoin,2
ZEIT,Scrypt,PoS,36971236046.8073,99000000000.0,1.6600960218799292,-0.3611428774757204,-1.1290417318227752,ZeitCoin,4
SWING,SHA-256,PoW/PoS,4377081.60953993,40000000.0,-0.3814951994613634,0.5659561618482807,0.5938049928935798,SwingCoin,2
SAFEX,Scrypt,PoC,2147483647.0,2147483647.0,0.21514248214578185,-0.8743629810549063,-1.550553893723615,SafeExchangeCoin,4
NEBU,PoS,PoS,20000000.0,20000000.0,0.1590540867013601,-1.2107683824166646,-0.8696169619529391,Nebuchadnezzar,4
FRN,Scrypt,PoW,6570807.65677618,20000000.0,-0.22118187499639863,0.2534240761127524,-0.28018067174740324,Francs,2
BOLI,X11,PoW,13654082.4987998,25000000.0,-0.282421094753146,0.7680457221036011,-0.7531525460219887,BolivarCoin,2
